health,stamina,x,y,z,action,key_press
60,4,362.76,113.12,-204.12,move_right,d
39,67,-401.47,35.45,-58.81,move_backward,s
96,63,2.61,-444.6,-11.47,move_right,d
77,46,228.27,-238.33,-162.87,move_right,d
50,91,-387.34,62.36,344.4,move_forward,w
92,88,384.48,-422.46,-476.77,move_right,d
88,42,38.58,-132.73,122.09,attack,left_click
80,86,268.55,-128.83,93.08,move_right,d
31,62,-147.32,209.32,-415.18,move_forward,w
35,82,-387.31,228.25,337.3,move_right,d
8,82,-408.92,390.29,-487.82,dodge,space
6,26,284.78,-416.66,297.34,dodge,space
21,46,282.56,426.35,-13.49,move_backward,s
53,43,266.93,-305.02,-441.59,attack,left_click
61,94,378.55,140.02,-498.22,move_backward,s
57,70,-167.09,234.57,-309.41,move_left,a
87,21,325.54,398.33,222.96,move_backward,s
23,19,-451.37,-462.63,95.38,dodge,space
45,36,-301.45,-231.84,362.52,move_right,d
57,50,62.37,355.74,-417.26,move_right,d
100,5,-96.31,415.59,140.31,dodge,space
31,71,105.79,459.82,275.24,attack,left_click
91,47,-174.12,-498.93,443.57,attack,left_click
59,9,189.45,-86.17,-406.12,move_right,d
97,92,-400.56,-332.03,466.94,move_right,d
64,8,225.45,-89.32,-68.46,move_right,d
35,88,-424.06,-244.22,-171.05,move_right,d
75,39,-328.8,-93.04,-181.55,move_left,a
27,93,0.94,44.05,314.23,move_backward,s
92,29,-234.06,62.67,-78.63,move_left,a
88,79,-211.26,-406.47,135.42,attack,left_click
24,60,-438.09,66.74,-118.74,dodge,space
51,76,-208.59,62.19,-449.92,move_left,a
43,65,420.09,-180.2,228.04,move_backward,s
38,87,-173.17,166.84,26.61,move_left,a
75,9,284.74,301.62,13.88,move_forward,w
73,95,117.74,-118.31,-146.54,move_backward,s
63,9,-291.18,-163.87,90.23,dodge,space
61,46,-359.04,135.88,-262.39,move_right,d
15,12,-125.07,191.88,45.82,attack,left_click
53,32,-29.72,223.81,365.87,move_backward,s
5,43,-383.54,-359.96,105.94,move_backward,s
82,18,-63.79,175.88,223.68,move_forward,w
3,23,496.94,-438.27,-394.28,move_left,a
33,85,71.03,481.56,149.12,attack,left_click
50,99,376.62,-489.26,-17.41,move_right,d
10,23,454.04,-221.34,-275.49,move_forward,w
48,33,497.97,-172.99,343.05,attack,left_click
45,4,122.34,151.24,-348.25,move_backward,s
94,54,206.6,161.65,234.0,move_left,a
67,96,235.83,-345.52,-183.02,dodge,space
13,65,366.67,-260.24,-5.97,dodge,space
81,11,327.18,-226.18,439.49,move_left,a
58,35,-245.29,-126.93,-71.92,move_right,d
56,62,124.07,-1.4,109.94,dodge,space
21,100,196.76,64.12,191.38,move_left,a
36,41,339.91,-93.35,-54.14,attack,left_click
86,17,241.59,-486.47,-116.1,move_backward,s
48,90,421.86,-481.58,271.84,move_right,d
51,7,474.39,-168.32,-255.63,move_right,d
77,42,355.16,-280.19,-11.97,move_forward,w
96,2,-448.12,-34.49,237.51,move_backward,s
90,36,40.19,453.07,-278.64,move_right,d
21,81,226.47,-460.06,312.62,move_backward,s
11,5,-301.6,-207.69,-382.83,move_backward,s
89,35,-150.57,-355.61,-155.03,dodge,space
74,41,111.67,-415.7,-359.53,attack,left_click
16,3,29.13,-470.97,201.88,move_backward,s
71,26,-392.23,203.76,-245.95,dodge,space
30,82,251.75,-89.25,-35.02,move_backward,s
55,86,273.25,299.86,228.97,move_forward,w
54,16,-283.32,-445.45,-332.05,attack,left_click
55,19,293.22,156.84,446.08,move_left,a
93,15,432.4,-422.9,489.58,attack,left_click
5,91,-332.95,64.51,-445.11,move_left,a
93,30,263.45,28.24,333.16,attack,left_click
66,79,-134.43,-0.44,24.78,move_right,d
40,81,149.24,-340.21,-158.91,move_left,a
55,15,122.25,333.8,-266.82,move_backward,s
49,51,-250.59,-51.94,189.21,move_left,a
16,38,1.24,487.32,-259.15,move_left,a
44,69,168.16,-450.25,419.45,move_right,d
52,74,390.91,417.49,-262.7,move_backward,s
53,80,-447.8,-331.77,393.67,move_left,a
15,42,-131.79,-354.97,456.95,move_left,a
70,88,204.1,-88.42,-301.06,move_left,a
3,15,-345.61,254.02,120.05,attack,left_click
64,95,-341.2,-452.3,-486.93,move_forward,w
31,65,-246.55,7.0,236.67,dodge,space
7,36,-74.34,-21.64,155.73,move_backward,s
84,92,-442.02,-57.61,136.76,move_left,a
67,94,135.6,345.6,-8.75,move_forward,w
47,67,466.5,424.84,-53.35,dodge,space
37,39,19.37,368.66,-363.24,move_backward,s
42,13,489.86,-412.43,54.83,move_backward,s
71,30,430.07,119.18,388.75,attack,left_click
88,32,379.15,-85.74,-477.74,attack,left_click
45,90,485.81,223.96,344.14,move_backward,s
42,6,-185.01,94.84,351.43,dodge,space
81,72,-412.98,-74.74,-495.89,move_right,d
97,13,-338.75,-53.05,123.12,move_right,d
93,10,194.1,-7.64,-285.22,dodge,space
79,35,174.9,305.73,-345.14,dodge,space
69,57,-471.87,482.73,137.38,move_forward,w
36,87,19.44,-204.6,242.85,move_left,a
78,14,-37.66,-185.72,477.35,move_forward,w
60,95,-370.99,-268.9,-3.52,attack,left_click
88,16,-463.06,-447.17,-200.39,move_backward,s
65,11,-451.19,-377.63,-345.8,move_left,a
87,99,125.55,-375.76,460.33,dodge,space
20,28,-174.78,-140.91,102.29,move_forward,w
43,3,-430.2,-131.52,360.73,move_left,a
18,19,248.21,-479.9,227.08,move_left,a
93,97,-70.28,456.99,-480.02,dodge,space
86,64,-260.92,-225.19,-398.32,move_forward,w
92,20,259.34,-331.8,472.5,move_right,d
62,83,69.83,-413.32,71.61,dodge,space
64,43,-209.59,46.75,-82.65,move_backward,s
85,69,306.7,269.19,32.46,move_forward,w
94,45,301.35,60.37,-221.69,move_backward,s
49,74,69.94,-319.43,-184.82,move_forward,w
9,78,390.62,142.88,-69.42,attack,left_click
68,53,-24.45,270.0,488.26,move_backward,s
8,26,-30.42,-300.77,348.86,attack,left_click
0,79,253.61,141.19,-190.53,attack,left_click
31,28,-397.72,-319.68,-126.28,dodge,space
77,35,177.86,133.89,328.13,move_forward,w
35,80,-313.46,-355.77,-25.58,attack,left_click
85,22,-66.53,-99.92,475.38,attack,left_click
40,99,281.24,-207.84,144.21,dodge,space
82,38,273.44,309.69,176.66,move_forward,w
59,72,472.32,416.47,307.22,move_forward,w
90,79,-120.67,145.6,424.38,move_left,a
86,55,-104.12,-449.4,-132.99,move_backward,s
42,36,326.74,356.2,-114.89,move_left,a
82,66,403.64,-338.48,441.99,move_forward,w
38,34,-102.74,151.18,203.55,move_right,d
85,10,340.0,-490.18,-424.34,attack,left_click
53,68,435.29,166.65,57.07,attack,left_click
91,59,403.54,206.96,169.0,attack,left_click
78,52,-248.64,485.94,-331.42,attack,left_click
23,10,270.62,-46.16,400.5,move_right,d
6,35,364.17,41.67,226.41,dodge,space
68,45,-377.13,-341.31,431.13,move_left,a
48,98,-288.53,446.74,11.23,dodge,space
81,23,-395.68,228.12,284.52,dodge,space
11,83,327.48,320.38,-275.73,move_backward,s
73,17,398.79,19.4,-49.87,move_right,d
38,94,-133.06,60.39,211.97,move_right,d
96,45,390.76,-139.56,475.06,move_right,d
74,13,-360.59,182.24,-423.35,move_right,d
71,1,-458.56,-274.16,183.92,dodge,space
93,86,-237.96,291.66,-108.97,move_left,a
98,49,100.74,-283.82,372.95,move_right,d
46,76,-316.23,-105.68,-44.42,dodge,space
7,12,-165.25,192.98,478.62,dodge,space
54,45,229.23,-61.02,441.14,move_backward,s
47,8,-432.12,431.6,326.35,move_left,a
99,33,498.57,-337.09,-203.96,move_left,a
29,41,331.45,-347.67,-205.31,attack,left_click
62,91,370.75,148.32,239.0,move_forward,w
17,51,405.11,151.17,-498.16,dodge,space
83,31,248.68,-49.32,473.88,move_left,a
88,5,-60.29,169.59,484.98,move_forward,w
6,12,-320.43,-355.71,-242.99,move_left,a
89,63,8.27,290.24,-227.69,move_backward,s
60,90,-415.47,83.15,-26.3,move_backward,s
68,91,-21.37,-474.33,497.09,move_left,a
48,31,393.34,-193.47,419.78,move_right,d
67,25,-321.83,73.2,-290.48,attack,left_click
94,90,247.54,177.64,154.16,dodge,space
86,47,402.37,-374.4,-496.61,move_left,a
16,35,49.23,319.19,-336.27,move_forward,w
17,46,-250.1,304.36,365.2,dodge,space
59,64,-272.03,-163.55,-316.75,move_right,d
76,26,226.72,70.55,230.76,dodge,space
97,59,-103.38,129.52,213.15,move_left,a
1,33,372.44,204.3,-217.13,move_backward,s
2,3,-11.78,376.5,-304.81,move_backward,s
9,63,176.13,-359.49,48.9,dodge,space
82,64,489.92,-256.12,-55.93,move_right,d
26,1,109.66,246.3,452.97,move_forward,w
11,17,250.8,-2.27,233.94,attack,left_click
17,60,80.73,48.65,66.57,dodge,space
12,52,403.29,402.38,274.15,move_right,d
32,10,255.29,-103.0,104.81,attack,left_click
74,86,221.76,-57.84,441.57,dodge,space
59,17,-130.46,118.11,-319.9,move_left,a
42,86,136.56,213.72,-436.93,move_forward,w
52,62,336.06,27.28,-464.95,dodge,space
79,93,-410.71,392.9,-36.55,attack,left_click
52,48,-268.28,-129.41,-58.26,move_left,a
74,80,27.31,155.24,-495.25,attack,left_click
33,28,177.7,-473.66,-476.62,move_backward,s
85,89,-456.54,379.85,-219.56,move_backward,s
74,98,463.47,387.64,114.77,move_right,d
78,95,-427.95,221.38,-114.02,move_forward,w
12,88,57.58,-266.07,-441.88,move_left,a
41,89,170.06,136.47,142.34,move_backward,s
35,75,412.84,73.08,13.19,move_right,d
54,28,-252.91,-32.43,278.28,attack,left_click
90,85,53.33,346.14,-82.75,attack,left_click
48,85,-310.72,-454.16,218.95,move_backward,s
27,77,488.06,460.43,55.1,move_forward,w
96,68,-340.9,-344.41,278.29,move_left,a
72,51,-15.18,365.96,-471.19,attack,left_click
92,59,-278.79,-0.28,324.11,move_forward,w
86,82,-253.94,-428.55,133.96,dodge,space
3,35,237.29,-220.66,68.99,move_left,a
91,6,54.88,-454.73,473.42,move_right,d
58,18,451.66,-169.47,175.33,move_backward,s
24,19,-293.08,-454.7,3.93,move_backward,s
13,41,183.81,64.13,-469.4,move_backward,s
55,46,-423.82,-412.95,-394.43,move_left,a
38,70,418.83,-242.88,322.72,dodge,space
0,60,-252.1,157.22,-75.76,move_backward,s
86,36,310.19,235.86,-251.64,move_backward,s
95,60,-28.31,357.88,135.98,move_left,a
6,98,380.98,-136.13,19.13,move_forward,w
16,3,-5.52,296.17,-291.83,move_left,a
51,1,375.62,206.41,60.5,move_left,a
66,80,46.37,-134.2,107.81,dodge,space
17,20,309.53,-155.19,484.47,move_forward,w
99,55,-286.25,-212.78,141.08,attack,left_click
89,54,-174.47,-274.39,184.64,move_forward,w
78,14,63.16,275.73,-80.87,dodge,space
100,86,373.7,-359.96,-127.88,dodge,space
76,100,34.09,-55.19,417.72,move_right,d
35,82,45.13,350.34,-349.09,dodge,space
44,42,409.79,-460.38,1.23,dodge,space
58,41,234.53,-367.67,-179.98,move_backward,s
67,55,-243.96,131.55,-259.6,attack,left_click
1,62,-165.09,407.28,-265.22,dodge,space
6,82,280.5,449.67,157.26,move_backward,s
48,87,44.37,281.91,271.38,attack,left_click
20,96,231.72,-447.3,-334.64,move_right,d
58,90,-389.73,-491.5,-119.94,move_right,d
85,8,-494.08,368.91,221.42,move_forward,w
73,19,337.34,162.23,73.12,move_right,d
57,46,-161.1,-178.49,326.34,dodge,space
10,45,-233.97,-370.93,389.54,move_backward,s
94,17,90.52,-165.45,481.35,move_right,d
64,79,-199.45,-441.56,-325.22,dodge,space
99,93,1.53,-33.48,-188.17,move_right,d
14,10,29.91,-98.55,67.51,attack,left_click
37,90,-51.59,409.44,-197.53,move_left,a
64,69,464.37,-484.66,85.71,attack,left_click
54,30,456.24,459.92,-134.02,move_backward,s
6,33,381.7,363.51,-18.7,move_left,a
16,95,469.93,244.28,-89.71,move_backward,s
86,7,468.86,109.42,-72.0,attack,left_click
99,82,-373.48,13.19,-321.36,dodge,space
56,43,35.87,127.41,-363.64,move_left,a
4,87,-73.0,414.89,-297.37,dodge,space
64,71,-86.37,-423.41,164.06,attack,left_click
19,59,-360.08,-132.49,-126.79,move_right,d
33,62,404.61,76.95,50.21,move_right,d
38,12,-151.76,221.11,-252.64,move_forward,w
54,46,449.4,-249.81,374.87,move_left,a
44,40,370.55,162.75,-275.55,move_left,a
24,76,304.01,267.3,-154.34,attack,left_click
21,6,495.02,-464.1,-224.57,move_left,a
63,6,108.99,-297.61,-211.58,attack,left_click
84,44,-275.01,184.26,379.72,move_backward,s
57,38,449.95,-82.37,-191.41,dodge,space
88,81,-433.36,-417.65,76.16,attack,left_click
26,18,-346.86,-262.43,91.62,dodge,space
73,97,176.77,-356.67,262.52,move_forward,w
88,63,200.8,460.34,215.87,move_forward,w
58,40,437.38,-61.63,98.9,move_backward,s
75,96,-189.82,248.41,297.81,dodge,space
58,44,134.38,-132.94,-329.0,move_right,d
71,25,381.91,-423.29,443.0,dodge,space
94,41,-436.58,-338.27,240.39,dodge,space
52,20,-16.5,-112.5,-312.25,attack,left_click
38,28,-328.58,-333.49,-145.09,move_left,a
67,25,455.68,352.03,246.97,move_left,a
9,29,-202.89,470.63,-120.47,move_forward,w
57,62,153.46,-425.03,380.66,move_backward,s
80,4,146.08,-306.2,-318.39,move_forward,w
52,63,177.13,401.18,28.28,attack,left_click
24,16,-133.07,-112.71,364.62,attack,left_click
0,24,-45.94,327.01,-311.63,move_forward,w
42,52,303.41,-213.16,-3.79,attack,left_click
90,71,432.53,-292.99,486.66,move_forward,w
73,1,-267.19,-30.03,117.3,move_backward,s
48,36,-216.52,-475.26,-84.35,dodge,space
31,47,-50.42,-23.87,-188.98,dodge,space
97,50,292.77,-241.94,287.73,move_backward,s
94,2,433.86,-42.25,483.35,attack,left_click
21,58,150.08,101.23,281.37,move_forward,w
48,54,-218.8,-389.52,-447.3,move_backward,s
8,25,217.31,-320.85,-356.17,move_left,a
60,55,-497.05,-88.52,278.06,attack,left_click
45,11,318.15,-26.74,-41.34,dodge,space
88,65,-306.11,61.16,393.75,move_forward,w
62,9,-440.44,459.98,372.69,move_left,a
7,69,-497.27,130.73,190.86,move_right,d
77,54,431.31,-282.3,-68.51,move_forward,w
74,42,194.67,367.38,292.77,move_right,d
51,14,96.35,-459.76,373.1,move_left,a
69,23,-1.67,-466.06,-380.2,move_right,d
74,68,200.13,332.38,253.86,move_backward,s
97,35,477.94,-123.77,-118.81,move_left,a
68,96,-244.63,213.44,395.9,move_left,a
99,33,-82.38,31.5,-499.3,move_left,a
37,38,-141.81,-164.67,139.0,dodge,space
6,56,-283.81,-281.7,-204.74,move_backward,s
30,46,286.22,-250.84,-338.82,move_backward,s
11,59,-409.44,-62.04,-153.58,move_forward,w
81,51,379.95,-48.78,-477.15,dodge,space
3,29,-133.76,-200.2,309.32,move_left,a
6,11,-326.86,438.78,-43.63,attack,left_click
28,4,115.64,151.13,465.05,attack,left_click
66,73,-346.89,-313.18,-22.15,dodge,space
43,21,395.7,-439.64,206.47,move_left,a
85,23,-80.32,-453.05,-258.03,move_right,d
32,90,-469.7,87.64,-246.55,move_right,d
33,20,193.39,396.42,-310.11,move_left,a
36,70,-356.86,177.17,134.73,move_forward,w
38,67,224.32,-293.32,443.43,dodge,space
25,45,258.91,475.77,351.27,move_right,d
40,8,-128.24,-101.29,318.39,dodge,space
12,17,292.49,347.31,52.47,move_left,a
30,29,457.48,-380.89,65.4,attack,left_click
57,27,-154.63,-91.75,-15.19,move_forward,w
95,25,474.5,305.92,452.12,move_right,d
70,88,114.26,-301.49,493.62,dodge,space
40,28,149.0,443.02,11.91,move_right,d
79,66,-386.98,-265.29,414.44,move_right,d
32,6,34.47,263.18,-270.78,move_right,d
17,82,-129.17,239.85,-317.55,move_forward,w
54,59,-374.93,-303.67,389.18,move_backward,s
43,18,493.55,-431.29,-426.21,move_right,d
87,70,-499.21,466.3,407.71,dodge,space
93,22,418.05,-122.52,86.05,move_left,a
39,6,301.94,-416.06,207.32,attack,left_click
18,6,229.92,-287.32,-363.69,dodge,space
50,22,-441.52,-427.74,-251.6,attack,left_click
60,80,186.31,184.15,-196.5,move_backward,s
75,6,-188.19,353.83,-418.23,move_backward,s
11,88,415.66,201.66,294.28,move_forward,w
43,27,-236.82,186.37,-460.19,move_right,d
80,41,361.44,263.52,49.17,move_right,d
32,25,-34.97,-396.25,61.39,move_backward,s
67,29,-392.94,483.7,322.31,attack,left_click
25,95,327.5,-417.26,465.21,move_forward,w
75,88,-163.61,157.22,-99.38,move_backward,s
0,63,-285.85,-142.53,226.49,move_right,d
7,16,-172.48,80.76,237.63,move_forward,w
13,9,351.32,232.49,-119.4,move_backward,s
27,26,-252.56,-74.64,349.68,move_forward,w
77,18,-227.42,-452.51,377.51,move_backward,s
57,96,86.76,206.58,38.89,dodge,space
97,13,-249.44,-349.79,-211.66,dodge,space
24,27,120.6,-472.74,-249.0,move_left,a
70,89,-315.74,112.48,380.47,move_left,a
1,46,280.67,78.01,376.66,attack,left_click
16,76,267.16,-147.87,-268.08,move_backward,s
29,38,-69.86,45.89,-496.47,move_forward,w
60,43,250.31,-53.07,-37.82,attack,left_click
77,38,-180.68,-172.71,278.97,attack,left_click
75,9,116.51,-72.38,-7.08,move_left,a
50,19,-453.23,-392.89,312.34,move_forward,w
77,73,-301.74,-139.34,-456.98,move_forward,w
38,65,365.47,-129.08,86.33,move_backward,s
85,92,99.86,-51.27,-100.92,move_forward,w
27,52,-56.95,301.03,490.12,attack,left_click
100,17,-397.85,111.14,-407.02,move_right,d
80,56,-127.78,289.61,174.25,move_forward,w
6,3,-467.23,-92.39,-392.41,move_backward,s
55,29,342.91,30.3,473.77,move_backward,s
70,93,488.57,76.08,120.55,attack,left_click
0,23,-425.17,-203.52,-87.73,move_right,d
76,32,-431.34,46.86,412.63,attack,left_click
74,40,121.81,148.28,-4.36,move_forward,w
84,62,5.09,-356.74,-8.46,dodge,space
28,97,413.73,-176.8,-438.7,move_right,d
80,59,-217.22,129.31,456.46,move_backward,s
95,67,7.99,-367.32,-8.73,attack,left_click
49,98,3.41,-3.18,-421.82,move_backward,s
12,52,-130.92,-114.34,204.42,attack,left_click
91,42,-63.88,464.5,396.75,move_right,d
19,98,493.51,-469.25,-372.39,dodge,space
4,71,-276.85,264.87,171.96,attack,left_click
14,78,-273.83,-114.03,344.71,move_backward,s
55,3,-237.54,371.24,158.94,dodge,space
47,86,-465.16,-226.57,12.81,attack,left_click
14,74,-427.04,-159.79,-437.92,move_forward,w
71,24,138.16,-451.8,-129.66,move_forward,w
41,100,450.3,376.07,246.44,attack,left_click
33,30,-471.12,-339.2,-212.02,dodge,space
5,54,-153.36,435.54,-499.3,dodge,space
98,36,258.78,317.0,58.72,move_left,a
15,76,-492.88,150.27,73.47,move_right,d
58,53,-130.17,326.86,-412.28,move_backward,s
15,3,57.01,-110.9,484.05,attack,left_click
97,38,-461.24,-34.5,65.99,move_backward,s
5,52,85.7,-438.23,-111.28,dodge,space
12,16,-231.56,462.2,332.06,move_backward,s
69,84,484.68,22.42,483.17,move_backward,s
21,21,-41.42,494.69,50.74,move_right,d
83,24,333.54,209.05,-8.58,move_right,d
24,46,49.63,-114.47,-23.9,move_backward,s
7,13,449.98,-159.68,60.58,move_forward,w
10,7,-282.21,-404.65,-180.55,move_right,d
28,60,123.33,-191.87,279.61,move_backward,s
96,28,-472.15,-359.54,339.6,dodge,space
57,4,207.1,376.85,224.44,dodge,space
87,95,477.19,134.92,-161.56,move_forward,w
89,37,11.82,17.99,-474.05,move_forward,w
88,29,393.64,-453.99,-126.88,dodge,space
7,86,130.79,-391.87,-376.57,move_left,a
55,33,-150.68,424.74,-60.05,move_forward,w
44,2,9.01,-283.52,-78.68,attack,left_click
98,35,-118.08,258.52,-151.57,attack,left_click
71,18,385.36,475.77,-73.19,move_left,a
39,18,214.42,379.94,440.19,move_backward,s
89,77,348.34,269.1,-50.84,dodge,space
72,54,-336.11,-364.07,-96.31,move_forward,w
61,76,-410.45,-397.03,86.54,move_left,a
13,38,-329.36,299.43,61.18,move_forward,w
77,5,112.48,367.23,31.03,move_right,d
99,66,140.77,-468.79,-476.16,move_forward,w
78,21,165.23,-386.34,178.27,move_left,a
4,60,-160.82,-411.48,-417.84,move_left,a
36,75,364.59,158.44,-377.23,move_forward,w
1,30,140.46,-137.25,60.47,dodge,space
72,42,318.76,185.8,-356.61,move_backward,s
34,48,112.07,-46.61,153.91,move_right,d
91,95,-71.68,-296.19,-387.23,move_forward,w
33,27,167.77,-290.82,50.81,move_forward,w
91,13,484.36,182.05,-108.88,move_backward,s
25,75,-190.45,256.04,-244.49,attack,left_click
35,69,62.55,-263.61,47.35,move_right,d
59,33,-452.33,203.22,390.84,dodge,space
50,20,-20.96,-475.64,181.68,move_backward,s
99,99,-225.58,223.45,274.8,move_backward,s
99,10,75.19,126.19,-362.51,move_backward,s
8,90,483.12,-454.25,-330.86,move_forward,w
85,28,-80.58,-395.27,-279.42,dodge,space
51,87,-343.57,-158.38,-133.47,move_forward,w
12,97,306.9,377.7,387.47,move_right,d
17,86,266.36,368.0,-291.16,move_left,a
91,65,222.59,-408.44,167.47,move_left,a
37,78,285.53,91.78,-192.13,dodge,space
7,86,-366.97,205.43,275.65,dodge,space
61,19,12.73,-308.81,-358.61,move_forward,w
89,7,131.54,479.8,-83.25,move_right,d
90,9,222.24,462.9,344.35,move_right,d
87,0,311.44,-402.41,-170.88,dodge,space
45,5,-15.2,-438.93,121.46,move_left,a
73,69,-30.74,-231.97,223.63,move_backward,s
63,25,-263.65,-60.74,53.87,dodge,space
59,90,421.47,-39.13,104.08,move_right,d
99,27,231.5,367.7,120.57,move_backward,s
19,35,356.77,58.07,-71.28,attack,left_click
16,81,286.04,26.16,483.1,attack,left_click
15,5,152.05,204.95,214.2,move_right,d
42,63,349.19,36.02,174.9,move_backward,s
79,45,-0.28,484.12,-134.38,move_left,a
48,54,86.7,-183.19,215.21,dodge,space
14,95,-84.85,-345.39,-239.44,dodge,space
31,18,282.66,-353.85,115.06,attack,left_click
33,9,109.15,382.69,247.36,move_right,d
60,14,345.4,212.0,375.43,move_backward,s
5,89,132.11,-371.61,-157.15,move_left,a
73,65,496.96,273.72,164.46,attack,left_click
82,45,435.54,115.88,-498.03,move_backward,s
1,96,-494.25,-297.65,-416.77,move_forward,w
86,67,378.53,420.8,380.91,attack,left_click
72,54,133.94,41.96,-379.03,dodge,space
54,51,142.63,-271.43,378.14,move_backward,s
69,86,197.63,469.21,144.56,dodge,space
75,8,394.53,-421.43,-249.73,dodge,space
69,7,277.69,163.38,-400.29,move_right,d
10,40,181.15,223.4,178.42,move_right,d
76,34,265.22,-162.46,158.35,dodge,space
10,27,291.56,-266.76,251.06,move_left,a
43,90,-148.58,-460.07,166.92,move_right,d
95,13,475.29,272.68,412.03,move_backward,s
70,65,319.95,-456.56,-365.44,move_right,d
19,27,418.15,3.5,404.99,move_left,a
63,14,-328.02,-34.05,-133.89,dodge,space
34,64,188.27,-165.05,-344.64,move_backward,s
96,71,479.38,69.28,-419.33,dodge,space
23,8,-127.17,204.56,-416.98,attack,left_click
71,39,-119.85,-277.79,159.3,move_right,d
46,79,-452.43,-224.03,-80.46,move_forward,w
97,15,-207.73,-397.71,189.73,move_backward,s
16,55,175.57,-463.28,210.48,attack,left_click
56,72,260.91,306.58,-23.47,move_left,a
26,18,157.09,-216.4,-400.3,move_right,d
60,53,83.45,260.24,-47.22,dodge,space
30,49,189.35,-461.6,-142.43,move_forward,w
33,21,342.06,255.36,427.92,dodge,space
9,49,-117.32,-287.96,-377.1,attack,left_click
80,64,287.62,-212.55,-224.82,move_right,d
46,9,-353.72,-45.27,142.44,move_right,d
77,94,-262.03,368.7,-141.49,move_forward,w
59,29,129.38,140.3,289.11,move_right,d
84,4,122.5,-90.49,10.53,dodge,space
10,27,89.88,58.49,-465.36,move_right,d
34,60,348.01,177.73,-21.89,move_forward,w
3,79,-477.7,-376.26,68.86,move_right,d
25,32,229.72,133.68,-321.22,move_backward,s
46,90,256.84,377.04,347.2,move_left,a
17,8,-99.94,258.28,-481.13,dodge,space
24,95,196.84,460.57,-318.51,dodge,space
67,73,234.22,-437.29,-52.35,move_forward,w
24,4,-420.33,-34.98,-114.86,dodge,space
95,28,-348.78,154.34,320.97,move_forward,w
52,22,-206.99,-244.63,-52.15,dodge,space
40,60,459.88,435.42,105.06,attack,left_click
95,39,-463.52,-32.5,118.61,move_left,a
8,81,-51.62,70.72,341.22,dodge,space
45,83,191.63,178.01,-116.23,move_backward,s
92,15,454.13,-16.81,-227.04,move_backward,s
7,80,-184.37,-363.64,-32.73,move_left,a
28,18,-75.94,295.79,213.77,move_left,a
12,69,344.69,-173.01,-97.99,move_backward,s
5,38,196.18,475.27,-93.25,move_forward,w
72,66,304.53,-395.02,-185.01,move_right,d
29,78,-499.29,-151.32,197.55,attack,left_click
78,23,-271.99,-239.24,-72.67,attack,left_click
50,1,-392.0,84.47,83.55,move_backward,s
84,87,-309.33,224.6,-220.78,move_left,a
43,38,-73.94,-365.35,404.79,move_backward,s
10,81,-292.75,414.32,57.04,attack,left_click
90,49,168.73,270.82,-172.24,dodge,space
3,73,250.41,-386.07,285.01,attack,left_click
24,78,-427.55,155.97,420.53,attack,left_click
93,83,290.49,-438.26,433.73,move_right,d
38,83,-129.35,-252.57,-470.94,dodge,space
16,52,31.83,307.62,-95.16,dodge,space
74,27,-379.81,-267.89,124.34,move_left,a
13,43,-74.98,-74.99,-169.31,move_left,a
16,18,-95.35,-387.37,-167.89,move_forward,w
61,18,58.28,89.35,239.75,move_backward,s
24,26,482.07,-352.54,-325.86,move_forward,w
98,28,426.41,-53.79,-155.17,attack,left_click
61,68,461.17,-467.61,260.87,attack,left_click
20,19,223.06,66.92,67.42,dodge,space
9,88,393.59,162.23,439.13,attack,left_click
71,75,-273.32,425.99,416.63,move_right,d
0,35,383.78,-163.2,-381.77,attack,left_click
84,71,-144.66,-252.11,-136.83,attack,left_click
75,46,422.52,-172.05,439.12,move_forward,w
25,35,-148.25,453.56,-480.82,move_backward,s
83,36,253.45,49.45,-432.42,move_forward,w
3,22,131.73,-457.48,-115.05,dodge,space
73,51,-313.45,-61.65,344.64,move_right,d
41,60,73.84,-179.49,-340.33,dodge,space
79,14,285.04,80.44,277.12,attack,left_click
85,38,467.61,490.7,-106.18,attack,left_click
91,70,51.67,136.58,136.14,move_right,d
74,19,281.27,384.53,245.68,move_right,d
92,48,419.88,93.14,145.37,move_left,a
53,51,475.91,189.04,180.89,attack,left_click
26,40,-150.68,56.37,-19.71,attack,left_click
97,31,-240.43,-276.46,402.81,move_backward,s
72,20,481.89,-18.92,-142.76,move_right,d
28,48,315.35,-160.58,-126.63,move_forward,w
0,10,155.85,-118.76,398.7,move_right,d
70,20,324.4,274.77,-333.3,move_backward,s
48,6,-309.9,115.5,295.8,attack,left_click
94,16,-286.54,-77.14,440.97,move_backward,s
90,26,261.04,58.94,75.24,move_left,a
76,23,-424.96,187.67,91.56,attack,left_click
49,30,331.66,268.23,-470.12,move_right,d
14,53,413.92,-336.3,-112.72,move_right,d
79,40,-419.42,456.53,98.47,move_forward,w
20,65,-221.5,231.2,-319.66,move_left,a
59,36,-434.49,-354.55,163.96,move_right,d
96,31,-171.17,-156.93,40.32,attack,left_click
59,18,209.05,-206.33,304.16,move_backward,s
5,29,259.35,-326.66,195.86,attack,left_click
80,19,-245.75,499.12,-379.42,move_left,a
53,89,-437.23,-138.33,-337.99,move_right,d
52,63,422.71,-358.93,-88.07,dodge,space
33,95,104.99,-96.22,417.5,dodge,space
9,52,-88.56,-184.36,-458.86,move_backward,s
85,2,412.15,-280.5,127.23,dodge,space
23,63,-269.74,-198.62,285.26,attack,left_click
